,,validdate,t_2m:C,relative_humidity_2m:p,uv:idx,precip_1h:mm
Brasília,109,2020-04-19T00:00:00Z,3.5,53.0,0,0.0
Brasília,110,2020-04-20T00:00:00Z,7.0,81.5,0,0.0
Brasília,111,2020-04-21T00:00:00Z,8.4,86.2,0,0.0
Brasília,112,2020-04-22T00:00:00Z,7.3,81.7,0,0.03
Brasília,113,2020-04-23T00:00:00Z,7.8,91.8,0,0.0
Brasília,114,2020-04-24T00:00:00Z,9.3,88.8,0,0.02
Brasília,115,2020-04-25T00:00:00Z,4.5,70.2,0,0.03
Brasília,116,2020-04-26T00:00:00Z,9.4,84.4,0,2.28
Brasília,117,2020-04-27T00:00:00Z,4.7,62.4,0,0.01
Brasília,118,2020-04-28T00:00:00Z,5.5,68.0,0,0.09
Brasília,119,2020-04-29T00:00:00Z,6.2,82.3,0,0.25
Brasília,120,2020-04-30T00:00:00Z,2.1,88.2,0,1.83
Brasília,121,2020-05-01T00:00:00Z,3.2,69.2,0,0.07
Brasília,122,2020-05-02T00:00:00Z,3.9,66.0,0,0.02
Brasília,123,2020-05-03T00:00:00Z,5.8,76.7,0,0.03
Brasília,124,2020-05-04T00:00:00Z,5.0,70.1,0,0.04
Brasília,125,2020-05-05T00:00:00Z,7.2,84.4,0,0.0
Brasília,126,2020-05-06T00:00:00Z,8.4,84.9,0,0.27
Brasília,127,2020-05-07T00:00:00Z,2.6,64.4,0,0.0
Brasília,128,2020-05-08T00:00:00Z,3.6,62.5,0,0.04
Brasília,129,2020-05-09T00:00:00Z,5.3,74.3,0,0.01
Brasília,130,2020-05-10T00:00:00Z,2.1,62.7,0,0.14
Brasília,131,2020-05-11T00:00:00Z,8.2,87.2,0,1.71
Brasília,132,2020-05-12T00:00:00Z,8.0,92.3,0,0.04
Brasília,133,2020-05-13T00:00:00Z,6.9,91.0,0,0.06
Brasília,134,2020-05-14T00:00:00Z,5.9,83.3,0,0.0
Brasília,135,2020-05-15T00:00:00Z,6.3,85.5,0,0.01
Brasília,136,2020-05-16T00:00:00Z,5.8,84.5,0,0.0
Brasília,137,2020-05-17T00:00:00Z,8.1,81.7,0,0.02
Brasília,138,2020-05-18T00:00:00Z,4.0,57.3,0,0.0
Brasília,139,2020-05-19T00:00:00Z,2.4,82.0,0,0.18
Brasília,140,2020-05-20T00:00:00Z,1.6,72.4,0,0.2
Brasília,141,2020-05-21T00:00:00Z,3.0,71.8,0,0.05
Brasília,142,2020-05-22T00:00:00Z,4.8,91.4,0,0.01
Brasília,143,2020-05-23T00:00:00Z,2.6,61.7,0,0.01
Brasília,144,2020-05-24T00:00:00Z,4.2,80.0,0,0.05
Brasília,145,2020-05-25T00:00:00Z,5.7,84.5,0,0.0
Brasília,146,2020-05-26T00:00:00Z,4.1,87.0,0,0.36
Brasília,147,2020-05-27T00:00:00Z,3.4,63.1,0,0.0
Brasília,148,2020-05-28T00:00:00Z,3.0,71.3,0,0.0
Brasília,149,2020-05-29T00:00:00Z,3.1,90.0,0,1.69
Brasília,150,2020-05-30T00:00:00Z,6.3,98.6,0,0.13
Brasília,151,2020-05-31T00:00:00Z,5.2,94.0,0,0.05
Vitória,0,2020-01-01T00:00:00Z,5.0,86.9,0,0.05
Vitória,1,2020-01-02T00:00:00Z,5.4,91.1,0,0.35
Vitória,2,2020-01-03T00:00:00Z,4.4,84.6,0,0.1
Vitória,3,2020-01-04T00:00:00Z,4.5,83.6,0,0.71
Vitória,4,2020-01-05T00:00:00Z,5.0,86.2,0,0.64
Vitória,5,2020-01-06T00:00:00Z,7.1,93.3,0,0.52
Vitória,6,2020-01-07T00:00:00Z,3.7,87.3,0,0.14
Vitória,7,2020-01-08T00:00:00Z,4.0,74.7,0,0.0
Vitória,8,2020-01-09T00:00:00Z,5.6,74.1,0,0.0
Vitória,9,2020-01-10T00:00:00Z,5.7,92.3,0,0.01
Vitória,10,2020-01-11T00:00:00Z,6.2,92.3,0,2.07
Vitória,11,2020-01-12T00:00:00Z,6.5,95.7,0,0.01
Vitória,12,2020-01-13T00:00:00Z,5.0,92.3,0,0.75
Vitória,13,2020-01-14T00:00:00Z,4.8,84.0,0,0.07
Vitória,14,2020-01-15T00:00:00Z,5.2,79.4,0,0.01
Vitória,15,2020-01-16T00:00:00Z,5.9,93.4,0,0.01
Vitória,16,2020-01-17T00:00:00Z,7.9,93.3,0,0.0
Vitória,17,2020-01-18T00:00:00Z,8.3,91.0,0,0.43
Vitória,18,2020-01-19T00:00:00Z,6.4,87.3,0,0.01
Vitória,19,2020-01-20T00:00:00Z,8.1,89.9,0,0.0
Vitória,20,2020-01-21T00:00:00Z,7.4,92.8,0,0.02
Vitória,21,2020-01-22T00:00:00Z,7.4,90.5,0,0.0
Vitória,22,2020-01-23T00:00:00Z,5.7,85.6,0,0.03
Vitória,23,2020-01-24T00:00:00Z,6.2,91.0,0,0.03
Vitória,24,2020-01-25T00:00:00Z,5.9,80.9,0,0.02
Vitória,25,2020-01-26T00:00:00Z,8.7,90.9,0,0.03
Vitória,26,2020-01-27T00:00:00Z,5.6,69.8,0,0.03
Vitória,27,2020-01-28T00:00:00Z,5.7,71.5,0,0.0
Vitória,28,2020-01-29T00:00:00Z,8.4,95.2,0,0.24
Vitória,29,2020-01-30T00:00:00Z,5.0,74.4,0,0.0
Vitória,30,2020-01-31T00:00:00Z,7.9,93.6,0,1.34
Vitória,31,2020-02-01T00:00:00Z,5.7,85.7,0,0.0
Vitória,32,2020-02-02T00:00:00Z,4.6,80.0,0,0.04
Vitória,33,2020-02-03T00:00:00Z,4.9,70.5,0,0.01
Vitória,34,2020-02-04T00:00:00Z,5.3,60.7,0,0.0
Vitória,35,2020-02-05T00:00:00Z,7.4,85.1,0,0.0
Vitória,36,2020-02-06T00:00:00Z,8.3,92.4,0,0.12
Vitória,37,2020-02-07T00:00:00Z,6.4,91.0,0,0.02
Vitória,38,2020-02-08T00:00:00Z,5.7,68.9,0,0.0
Vitória,39,2020-02-09T00:00:00Z,4.2,84.9,0,0.25
Vitória,40,2020-02-10T00:00:00Z,5.2,65.6,0,0.01
Vitória,41,2020-02-11T00:00:00Z,5.4,78.0,0,0.11
Vitória,42,2020-02-12T00:00:00Z,5.0,73.9,0,0.02
Vitória,43,2020-02-13T00:00:00Z,6.3,85.9,0,0.04
Vitória,44,2020-02-14T00:00:00Z,7.4,92.8,0,0.0
Vitória,45,2020-02-15T00:00:00Z,8.1,89.8,0,0.03
Vitória,46,2020-02-16T00:00:00Z,6.8,97.0,0,0.07
Vitória,47,2020-02-17T00:00:00Z,7.6,96.3,0,0.03
Vitória,48,2020-02-18T00:00:00Z,7.9,90.6,0,0.11
Vitória,49,2020-02-19T00:00:00Z,6.6,87.1,0,0.08
Vitória,50,2020-02-20T00:00:00Z,5.6,86.3,0,0.31
Vitória,51,2020-02-21T00:00:00Z,4.4,68.7,0,0.0
Vitória,52,2020-02-22T00:00:00Z,7.8,92.1,0,0.28
Vitória,53,2020-02-23T00:00:00Z,7.3,86.3,0,0.0
Vitória,54,2020-02-24T00:00:00Z,6.0,88.8,0,0.0
Vitória,55,2020-02-25T00:00:00Z,5.8,81.4,0,0.0
Vitória,56,2020-02-26T00:00:00Z,6.2,95.2,0,0.02
Vitória,57,2020-02-27T00:00:00Z,7.4,93.8,0,0.0
Vitória,58,2020-02-28T00:00:00Z,8.0,96.8,0,0.38
Vitória,59,2020-02-29T00:00:00Z,5.6,98.0,0,0.0
Vitória,60,2020-03-01T00:00:00Z,7.4,87.5,0,0.02
Vitória,61,2020-03-02T00:00:00Z,5.3,70.5,0,0.0
Vitória,62,2020-03-03T00:00:00Z,6.7,91.8,0,0.08
Vitória,63,2020-03-04T00:00:00Z,5.5,79.0,0,0.06
Vitória,64,2020-03-05T00:00:00Z,4.4,87.9,0,1.64
Vitória,65,2020-03-06T00:00:00Z,4.4,84.9,0,0.21
Vitória,66,2020-03-07T00:00:00Z,4.3,79.9,0,0.12
Vitória,67,2020-03-08T00:00:00Z,6.7,91.0,0,0.02
Vitória,68,2020-03-09T00:00:00Z,8.1,94.7,0,0.23
Vitória,69,2020-03-10T00:00:00Z,8.2,94.8,0,0.6
Vitória,70,2020-03-11T00:00:00Z,6.8,92.7,0,0.0
Vitória,71,2020-03-12T00:00:00Z,5.9,85.8,0,0.05
Vitória,72,2020-03-13T00:00:00Z,4.6,73.6,0,0.09
Vitória,73,2020-03-14T00:00:00Z,5.3,64.6,0,0.0
Vitória,74,2020-03-15T00:00:00Z,9.0,88.7,0,0.19
Vitória,75,2020-03-16T00:00:00Z,6.3,87.8,0,0.0
Vitória,76,2020-03-17T00:00:00Z,4.8,79.3,0,0.0
Vitória,77,2020-03-18T00:00:00Z,6.9,92.0,0,0.01
Vitória,78,2020-03-19T00:00:00Z,6.3,75.8,0,0.0
Vitória,79,2020-03-20T00:00:00Z,7.1,89.8,0,0.02
Vitória,80,2020-03-21T00:00:00Z,7.4,94.9,0,0.03
Vitória,81,2020-03-22T00:00:00Z,7.6,94.8,0,0.0
Vitória,82,2020-03-23T00:00:00Z,6.1,64.8,0,0.0
Vitória,83,2020-03-24T00:00:00Z,4.4,67.2,0,0.02
Vitória,84,2020-03-25T00:00:00Z,6.7,80.3,0,0.0
Vitória,85,2020-03-26T00:00:00Z,8.3,88.0,0,0.07
Vitória,86,2020-03-27T00:00:00Z,5.4,67.9,0,0.06
Vitória,87,2020-03-28T00:00:00Z,7.2,88.0,0,0.03
Vitória,88,2020-03-29T00:00:00Z,8.1,90.8,0,0.47
Vitória,89,2020-03-30T00:00:00Z,4.1,66.8,0,0.05
Vitória,90,2020-03-31T00:00:00Z,8.3,96.3,0,0.03
Vitória,91,2020-04-01T00:00:00Z,5.1,76.0,0,0.02
Vitória,92,2020-04-02T00:00:00Z,6.1,88.7,0,0.0
Vitória,93,2020-04-03T00:00:00Z,5.4,67.6,0,0.02
Vitória,94,2020-04-04T00:00:00Z,4.5,68.5,0,0.04
Vitória,95,2020-04-05T00:00:00Z,5.5,80.7,0,0.0
Vitória,96,2020-04-06T00:00:00Z,4.9,73.2,0,0.0
Vitória,97,2020-04-07T00:00:00Z,5.3,86.1,0,1.09
Vitória,98,2020-04-08T00:00:00Z,5.6,91.0,0,0.01
Vitória,99,2020-04-09T00:00:00Z,4.6,75.8,0,0.0
Vitória,100,2020-04-10T00:00:00Z,4.8,63.0,0,0.0
Vitória,101,2020-04-11T00:00:00Z,5.8,84.3,0,0.0
Vitória,102,2020-04-12T00:00:00Z,6.6,92.8,0,0.03
Vitória,103,2020-04-13T00:00:00Z,5.8,86.6,0,0.01
Vitória,104,2020-04-14T00:00:00Z,5.7,90.5,0,0.0
Vitória,105,2020-04-15T00:00:00Z,4.9,70.5,0,0.0
Vitória,106,2020-04-16T00:00:00Z,3.6,61.8,0,0.11
Vitória,107,2020-04-17T00:00:00Z,5.5,88.5,0,0.21
Vitória,108,2020-04-18T00:00:00Z,1.7,66.7,0,0.0
Vitória,109,2020-04-19T00:00:00Z,3.2,61.1,0,0.01
Vitória,110,2020-04-20T00:00:00Z,5.7,88.1,0,0.04
Vitória,111,2020-04-21T00:00:00Z,6.8,85.5,0,0.01
Vitória,112,2020-04-22T00:00:00Z,5.8,85.8,0,0.0
Vitória,113,2020-04-23T00:00:00Z,6.4,89.2,0,0.12
Vitória,114,2020-04-24T00:00:00Z,6.9,92.6,0,1.65
Vitória,115,2020-04-25T00:00:00Z,3.0,76.6,0,0.04
Vitória,116,2020-04-26T00:00:00Z,8.1,85.7,0,1.6
Vitória,117,2020-04-27T00:00:00Z,3.2,66.4,0,0.05
Vitória,118,2020-04-28T00:00:00Z,4.0,85.2,0,0.57
Vitória,119,2020-04-29T00:00:00Z,3.9,79.9,0,0.49
Vitória,120,2020-04-30T00:00:00Z,2.2,60.5,0,0.06
Vitória,121,2020-05-01T00:00:00Z,2.1,69.9,0,0.06
Vitória,122,2020-05-02T00:00:00Z,2.8,69.4,0,0.0
Vitória,123,2020-05-03T00:00:00Z,4.6,87.4,0,0.55
Vitória,124,2020-05-04T00:00:00Z,4.5,71.3,0,0.04
Vitória,125,2020-05-05T00:00:00Z,6.3,87.5,0,0.1
Vitória,126,2020-05-06T00:00:00Z,7.5,86.5,0,0.32
Vitória,127,2020-05-07T00:00:00Z,2.9,65.1,0,0.04
Vitória,128,2020-05-08T00:00:00Z,2.8,63.9,0,0.04
Vitória,129,2020-05-09T00:00:00Z,4.1,80.3,0,0.14
Vitória,130,2020-05-10T00:00:00Z,1.0,59.7,0,0.03
Vitória,131,2020-05-11T00:00:00Z,7.0,89.9,0,1.09
Vitória,132,2020-05-12T00:00:00Z,6.3,92.6,0,0.03
Vitória,133,2020-05-13T00:00:00Z,5.3,89.1,0,0.03
Vitória,134,2020-05-14T00:00:00Z,4.5,81.1,0,0.03
Vitória,135,2020-05-15T00:00:00Z,3.9,66.1,0,0.0
Vitória,136,2020-05-16T00:00:00Z,4.3,82.9,0,0.11
Vitória,137,2020-05-17T00:00:00Z,7.4,83.8,0,2.21
Vitória,138,2020-05-18T00:00:00Z,2.2,64.5,0,0.0
Vitória,139,2020-05-19T00:00:00Z,1.5,75.3,0,0.08
Vitória,140,2020-05-20T00:00:00Z,0.8,73.9,0,0.03
Vitória,141,2020-05-21T00:00:00Z,2.1,62.9,0,0.01
Vitória,142,2020-05-22T00:00:00Z,2.3,83.0,0,0.04
Vitória,143,2020-05-23T00:00:00Z,1.8,72.1,0,0.03
Vitória,144,2020-05-24T00:00:00Z,3.6,76.6,0,0.02
Vitória,145,2020-05-25T00:00:00Z,5.1,88.2,0,0.0
Vitória,146,2020-05-26T00:00:00Z,2.9,89.8,0,0.03
Vitória,147,2020-05-27T00:00:00Z,2.4,66.2,0,0.02
Vitória,148,2020-05-28T00:00:00Z,2.1,70.2,0,0.01
Vitória,149,2020-05-29T00:00:00Z,2.5,78.1,0,0.0
Vitória,150,2020-05-30T00:00:00Z,3.2,89.8,0,0.36
Vitória,151,2020-05-31T00:00:00Z,3.5,89.0,0,0.17
Goiânia,0,2020-01-01T00:00:00Z,6.2,82.6,0,0.06
Goiânia,1,2020-01-02T00:00:00Z,7.1,85.9,0,0.02
Goiânia,2,2020-01-03T00:00:00Z,5.7,80.0,0,0.06
Goiânia,3,2020-01-04T00:00:00Z,6.1,70.3,0,0.15
Goiânia,4,2020-01-05T00:00:00Z,7.3,89.6,0,0.62
Goiânia,5,2020-01-06T00:00:00Z,9.0,90.7,0,0.33
Goiânia,6,2020-01-07T00:00:00Z,5.1,85.2,0,0.24
Goiânia,7,2020-01-08T00:00:00Z,5.1,67.2,0,0.0
Goiânia,8,2020-01-09T00:00:00Z,7.2,65.9,0,0.0
Goiânia,9,2020-01-10T00:00:00Z,7.0,95.9,0,0.02
Goiânia,10,2020-01-11T00:00:00Z,7.5,92.3,0,0.51
Goiânia,11,2020-01-12T00:00:00Z,8.1,96.2,0,0.01
Goiânia,12,2020-01-13T00:00:00Z,7.9,90.4,0,0.18
Goiânia,13,2020-01-14T00:00:00Z,5.4,69.1,0,0.04
Goiânia,14,2020-01-15T00:00:00Z,6.5,63.7,0,0.01
Goiânia,15,2020-01-16T00:00:00Z,7.7,91.7,0,0.01
Goiânia,16,2020-01-17T00:00:00Z,9.9,92.4,0,0.0
Goiânia,17,2020-01-18T00:00:00Z,11.1,92.3,0,1.45
Goiânia,18,2020-01-19T00:00:00Z,8.3,92.2,0,0.01
Goiânia,19,2020-01-20T00:00:00Z,10.0,92.0,0,0.03
Goiânia,20,2020-01-21T00:00:00Z,9.2,92.9,0,0.0
Goiânia,21,2020-01-22T00:00:00Z,9.5,89.9,0,0.01
Goiânia,22,2020-01-23T00:00:00Z,7.4,85.9,0,0.01
Goiânia,23,2020-01-24T00:00:00Z,7.3,83.2,0,0.12
Goiânia,24,2020-01-25T00:00:00Z,7.5,77.1,0,0.0
Goiânia,25,2020-01-26T00:00:00Z,10.4,88.7,0,0.2
Goiânia,26,2020-01-27T00:00:00Z,6.9,80.8,0,0.06
Goiânia,27,2020-01-28T00:00:00Z,6.5,65.3,0,0.0
Goiânia,28,2020-01-29T00:00:00Z,10.1,97.1,0,0.02
Goiânia,29,2020-01-30T00:00:00Z,5.9,77.1,0,0.0
Goiânia,30,2020-01-31T00:00:00Z,9.8,87.3,0,0.0
Goiânia,31,2020-02-01T00:00:00Z,6.9,88.6,0,0.03
Goiânia,32,2020-02-02T00:00:00Z,5.9,69.2,0,0.0
Goiânia,33,2020-02-03T00:00:00Z,5.8,68.2,0,0.01
Goiânia,34,2020-02-04T00:00:00Z,6.0,69.6,0,0.02
Goiânia,35,2020-02-05T00:00:00Z,8.0,79.2,0,0.0
Goiânia,36,2020-02-06T00:00:00Z,9.5,93.7,0,0.01
Goiânia,37,2020-02-07T00:00:00Z,7.5,88.4,0,0.2
Goiânia,38,2020-02-08T00:00:00Z,5.7,73.9,0,0.07
Goiânia,39,2020-02-09T00:00:00Z,6.4,83.1,0,0.01
Goiânia,40,2020-02-10T00:00:00Z,5.8,69.6,0,0.07
Goiânia,41,2020-02-11T00:00:00Z,5.8,75.3,0,0.0
Goiânia,42,2020-02-12T00:00:00Z,5.6,68.2,0,0.05
Goiânia,43,2020-02-13T00:00:00Z,6.5,78.8,0,0.02
Goiânia,44,2020-02-14T00:00:00Z,7.8,92.4,0,0.01
Goiânia,45,2020-02-15T00:00:00Z,8.4,87.0,0,0.02
Goiânia,46,2020-02-16T00:00:00Z,7.8,96.6,0,0.06
Goiânia,47,2020-02-17T00:00:00Z,8.9,95.5,0,0.01
Goiânia,48,2020-02-18T00:00:00Z,8.9,90.5,0,0.15
Goiânia,49,2020-02-19T00:00:00Z,7.9,84.7,0,0.07
Goiânia,50,2020-02-20T00:00:00Z,7.5,88.3,0,0.16
Goiânia,51,2020-02-21T00:00:00Z,5.8,67.3,0,0.0
Goiânia,52,2020-02-22T00:00:00Z,9.1,93.1,0,0.22
Goiânia,53,2020-02-23T00:00:00Z,9.3,92.2,0,0.01
Goiânia,54,2020-02-24T00:00:00Z,8.2,90.9,0,0.5
Goiânia,55,2020-02-25T00:00:00Z,7.2,77.1,0,0.0
Goiânia,56,2020-02-26T00:00:00Z,6.9,92.3,0,0.0
Goiânia,57,2020-02-27T00:00:00Z,9.1,94.0,0,0.0
Goiânia,58,2020-02-28T00:00:00Z,10.6,92.0,0,0.04
Goiânia,59,2020-02-29T00:00:00Z,7.9,91.3,0,0.0
Goiânia,60,2020-03-01T00:00:00Z,9.1,86.9,0,0.0
Goiânia,61,2020-03-02T00:00:00Z,6.7,88.2,0,0.0
Goiânia,62,2020-03-03T00:00:00Z,7.6,88.7,0,0.05
Goiânia,63,2020-03-04T00:00:00Z,7.0,75.1,0,0.03
Goiânia,64,2020-03-05T00:00:00Z,9.8,92.8,0,0.44
Goiânia,65,2020-03-06T00:00:00Z,5.3,80.7,0,0.04
Goiânia,66,2020-03-07T00:00:00Z,5.6,67.5,0,0.01
Goiânia,67,2020-03-08T00:00:00Z,8.4,87.8,0,0.02
Goiânia,68,2020-03-09T00:00:00Z,9.1,92.0,0,0.19
Goiânia,69,2020-03-10T00:00:00Z,8.6,94.9,0,0.0
Goiânia,70,2020-03-11T00:00:00Z,8.0,90.2,0,0.0
Goiânia,71,2020-03-12T00:00:00Z,7.2,85.6,0,0.04
Goiânia,72,2020-03-13T00:00:00Z,5.1,84.1,0,0.14
Goiânia,73,2020-03-14T00:00:00Z,6.4,61.6,0,0.0
Goiânia,74,2020-03-15T00:00:00Z,9.7,88.3,0,0.28
Goiânia,75,2020-03-16T00:00:00Z,7.2,84.7,0,0.04
Goiânia,76,2020-03-17T00:00:00Z,7.2,88.8,0,0.01
Goiânia,77,2020-03-18T00:00:00Z,8.1,92.2,0,0.04
Goiânia,78,2020-03-19T00:00:00Z,6.9,80.9,0,0.01
Goiânia,79,2020-03-20T00:00:00Z,8.4,88.8,0,0.02
Goiânia,80,2020-03-21T00:00:00Z,9.7,89.9,0,0.08
Goiânia,81,2020-03-22T00:00:00Z,9.3,96.9,0,0.02
Goiânia,82,2020-03-23T00:00:00Z,7.0,69.6,0,0.0
Goiânia,83,2020-03-24T00:00:00Z,5.5,76.4,0,0.05
Goiânia,84,2020-03-25T00:00:00Z,8.1,70.7,0,0.0
Goiânia,85,2020-03-26T00:00:00Z,9.6,84.9,0,0.0
Goiânia,86,2020-03-27T00:00:00Z,6.2,62.9,0,0.0
Goiânia,87,2020-03-28T00:00:00Z,8.2,84.7,0,0.01
Goiânia,88,2020-03-29T00:00:00Z,9.2,89.3,0,0.05
Goiânia,89,2020-03-30T00:00:00Z,5.1,63.3,0,0.0
Goiânia,90,2020-03-31T00:00:00Z,10.0,91.2,0,0.43
Goiânia,91,2020-04-01T00:00:00Z,6.0,64.2,0,0.02
Goiânia,92,2020-04-02T00:00:00Z,6.6,73.4,0,0.0
Goiânia,93,2020-04-03T00:00:00Z,6.2,67.7,0,0.03
Goiânia,94,2020-04-04T00:00:00Z,5.3,62.5,0,0.05
Goiânia,95,2020-04-05T00:00:00Z,6.3,75.7,0,0.0
Goiânia,96,2020-04-06T00:00:00Z,6.1,73.0,0,0.0
Goiânia,97,2020-04-07T00:00:00Z,7.3,88.9,0,0.62
Goiânia,98,2020-04-08T00:00:00Z,7.4,91.5,0,0.01
Goiânia,99,2020-04-09T00:00:00Z,5.0,81.2,0,0.03
Goiânia,100,2020-04-10T00:00:00Z,5.0,66.4,0,0.0
Goiânia,101,2020-04-11T00:00:00Z,6.8,81.6,0,0.0
Goiânia,102,2020-04-12T00:00:00Z,7.8,90.1,0,0.01
Goiânia,103,2020-04-13T00:00:00Z,7.6,91.0,0,0.02
Goiânia,104,2020-04-14T00:00:00Z,6.4,73.6,0,0.0
Goiânia,105,2020-04-15T00:00:00Z,7.4,68.4,0,0.0
Goiânia,106,2020-04-16T00:00:00Z,4.5,63.2,0,0.03
Goiânia,107,2020-04-17T00:00:00Z,7.8,88.0,0,0.24
Goiânia,108,2020-04-18T00:00:00Z,2.3,82.5,0,0.39
Goiânia,109,2020-04-19T00:00:00Z,3.5,53.0,0,0.0
Goiânia,110,2020-04-20T00:00:00Z,7.0,81.5,0,0.0
Goiânia,111,2020-04-21T00:00:00Z,8.4,86.2,0,0.0
Goiânia,112,2020-04-22T00:00:00Z,7.3,81.7,0,0.03
Goiânia,113,2020-04-23T00:00:00Z,7.8,91.8,0,0.0
Goiânia,114,2020-04-24T00:00:00Z,9.3,88.8,0,0.02
Goiânia,115,2020-04-25T00:00:00Z,4.5,70.2,0,0.03
Goiânia,116,2020-04-26T00:00:00Z,9.4,84.4,0,2.28
Goiânia,117,2020-04-27T00:00:00Z,4.7,62.4,0,0.01
Goiânia,118,2020-04-28T00:00:00Z,5.5,68.0,0,0.09
Goiânia,119,2020-04-29T00:00:00Z,6.2,82.3,0,0.25
Goiânia,120,2020-04-30T00:00:00Z,2.1,88.2,0,1.83
Goiânia,121,2020-05-01T00:00:00Z,3.2,69.2,0,0.07
Goiânia,122,2020-05-02T00:00:00Z,3.9,66.0,0,0.02
Goiânia,123,2020-05-03T00:00:00Z,5.8,76.7,0,0.03
Goiânia,124,2020-05-04T00:00:00Z,5.0,70.1,0,0.04
Goiânia,125,2020-05-05T00:00:00Z,7.2,84.4,0,0.0
Goiânia,126,2020-05-06T00:00:00Z,8.4,84.9,0,0.27
Goiânia,127,2020-05-07T00:00:00Z,2.6,64.4,0,0.0
Goiânia,128,2020-05-08T00:00:00Z,3.6,62.5,0,0.04
Goiânia,129,2020-05-09T00:00:00Z,5.3,74.3,0,0.01
Goiânia,130,2020-05-10T00:00:00Z,2.1,62.7,0,0.14
Goiânia,131,2020-05-11T00:00:00Z,8.2,87.2,0,1.71
Goiânia,132,2020-05-12T00:00:00Z,8.0,92.3,0,0.04
Goiânia,133,2020-05-13T00:00:00Z,6.9,91.0,0,0.06
Goiânia,134,2020-05-14T00:00:00Z,5.9,83.3,0,0.0
Goiânia,135,2020-05-15T00:00:00Z,6.3,85.5,0,0.01
Goiânia,136,2020-05-16T00:00:00Z,5.8,84.5,0,0.0
Goiânia,137,2020-05-17T00:00:00Z,8.1,81.7,0,0.02
Goiânia,138,2020-05-18T00:00:00Z,4.0,57.3,0,0.0
Goiânia,139,2020-05-19T00:00:00Z,2.4,82.0,0,0.18
Goiânia,140,2020-05-20T00:00:00Z,1.6,72.4,0,0.2
Goiânia,141,2020-05-21T00:00:00Z,3.0,71.8,0,0.05
Goiânia,142,2020-05-22T00:00:00Z,4.8,91.4,0,0.01
Goiânia,143,2020-05-23T00:00:00Z,2.6,61.7,0,0.01
Goiânia,144,2020-05-24T00:00:00Z,4.2,80.0,0,0.05
Goiânia,145,2020-05-25T00:00:00Z,5.7,84.5,0,0.0
Goiânia,146,2020-05-26T00:00:00Z,4.1,87.0,0,0.36
Goiânia,147,2020-05-27T00:00:00Z,3.4,63.1,0,0.0
Goiânia,148,2020-05-28T00:00:00Z,3.0,71.3,0,0.0
Goiânia,149,2020-05-29T00:00:00Z,3.1,90.0,0,1.69
Goiânia,150,2020-05-30T00:00:00Z,6.3,98.6,0,0.13
Goiânia,151,2020-05-31T00:00:00Z,5.2,94.0,0,0.05
São Luís,0,2020-01-01T00:00:00Z,10.9,94.5,0,0.01
São Luís,1,2020-01-02T00:00:00Z,9.2,85.6,0,0.04
São Luís,2,2020-01-03T00:00:00Z,8.6,75.8,0,0.0
São Luís,3,2020-01-04T00:00:00Z,7.8,78.5,0,0.35
São Luís,4,2020-01-05T00:00:00Z,8.9,65.9,0,0.03
São Luís,5,2020-01-06T00:00:00Z,9.7,90.2,0,0.06
São Luís,6,2020-01-07T00:00:00Z,10.7,88.6,0,0.25
São Luís,7,2020-01-08T00:00:00Z,5.9,78.6,0,0.11
São Luís,8,2020-01-09T00:00:00Z,7.1,60.6,0,0.0
São Luís,9,2020-01-10T00:00:00Z,10.4,83.2,0,0.33
São Luís,10,2020-01-11T00:00:00Z,8.6,82.8,0,0.05
São Luís,11,2020-01-12T00:00:00Z,10.8,93.5,0,0.04
São Luís,12,2020-01-13T00:00:00Z,11.1,90.7,0,0.0
São Luís,13,2020-01-14T00:00:00Z,10.8,96.1,0,0.02
São Luís,14,2020-01-15T00:00:00Z,7.2,61.1,0,0.0
São Luís,15,2020-01-16T00:00:00Z,9.0,80.8,0,0.06
São Luís,16,2020-01-17T00:00:00Z,10.1,85.2,0,0.0
São Luís,17,2020-01-18T00:00:00Z,10.6,93.6,0,0.0
São Luís,18,2020-01-19T00:00:00Z,11.6,89.1,0,0.0
São Luís,19,2020-01-20T00:00:00Z,11.9,93.9,0,0.23
São Luís,20,2020-01-21T00:00:00Z,11.5,96.5,0,0.66
São Luís,21,2020-01-22T00:00:00Z,11.4,96.9,0,0.03
São Luís,22,2020-01-23T00:00:00Z,12.2,96.7,0,0.37
São Luís,23,2020-01-24T00:00:00Z,10.6,87.7,0,0.02
São Luís,24,2020-01-25T00:00:00Z,8.3,84.2,0,0.05
São Luís,25,2020-01-26T00:00:00Z,10.9,78.3,0,0.0
São Luís,26,2020-01-27T00:00:00Z,14.2,89.4,0,0.16
São Luís,27,2020-01-28T00:00:00Z,8.6,67.9,0,0.0
São Luís,28,2020-01-29T00:00:00Z,8.6,68.1,0,0.0
São Luís,29,2020-01-30T00:00:00Z,11.1,95.4,0,0.04
São Luís,30,2020-01-31T00:00:00Z,8.1,65.2,0,0.0
São Luís,31,2020-02-01T00:00:00Z,11.4,89.1,0,0.01
São Luís,32,2020-02-02T00:00:00Z,12.6,94.7,0,0.1
São Luís,33,2020-02-03T00:00:00Z,8.9,82.0,0,0.17
São Luís,34,2020-02-04T00:00:00Z,7.2,65.6,0,0.05
São Luís,35,2020-02-05T00:00:00Z,6.7,61.5,0,0.01
