,,validdate,t_2m:C,relative_humidity_2m:p,uv:idx,precip_1h:mm
Porto Alegre,125,2020-05-05T00:00:00Z,2.7,92.0,0,0.11
Porto Alegre,126,2020-05-06T00:00:00Z,-1.0,56.3,0,0.0
Porto Alegre,127,2020-05-07T00:00:00Z,0.0,70.5,0,0.07
Porto Alegre,128,2020-05-08T00:00:00Z,1.1,62.6,0,0.04
Porto Alegre,129,2020-05-09T00:00:00Z,-1.4,73.7,0,0.01
Porto Alegre,130,2020-05-10T00:00:00Z,1.7,67.6,0,0.0
Porto Alegre,131,2020-05-11T00:00:00Z,5.2,93.6,0,0.92
Porto Alegre,132,2020-05-12T00:00:00Z,3.5,90.9,0,0.07
Porto Alegre,133,2020-05-13T00:00:00Z,1.8,80.3,0,0.0
Porto Alegre,134,2020-05-14T00:00:00Z,1.2,99.8,0,2.79
Porto Alegre,135,2020-05-15T00:00:00Z,1.4,72.1,0,0.33
Porto Alegre,136,2020-05-16T00:00:00Z,0.4,75.3,0,0.03
Porto Alegre,137,2020-05-17T00:00:00Z,0.5,80.7,0,0.0
Porto Alegre,138,2020-05-18T00:00:00Z,-0.2,73.9,0,0.01
Porto Alegre,139,2020-05-19T00:00:00Z,-0.2,68.0,0,0.02
Porto Alegre,140,2020-05-20T00:00:00Z,0.2,56.1,0,0.0
Porto Alegre,141,2020-05-21T00:00:00Z,2.9,93.5,0,0.6
Porto Alegre,142,2020-05-22T00:00:00Z,1.1,76.6,0,0.02
Porto Alegre,143,2020-05-23T00:00:00Z,1.9,84.4,0,0.02
Porto Alegre,144,2020-05-24T00:00:00Z,2.8,90.6,0,0.0
Porto Alegre,145,2020-05-25T00:00:00Z,3.9,90.9,0,0.3
Porto Alegre,146,2020-05-26T00:00:00Z,-0.8,64.4,0,0.01
Porto Alegre,147,2020-05-27T00:00:00Z,1.2,75.7,0,0.01
Porto Alegre,148,2020-05-28T00:00:00Z,0.8,77.3,0,0.02
Porto Alegre,149,2020-05-29T00:00:00Z,1.9,85.2,0,0.04
Porto Alegre,150,2020-05-30T00:00:00Z,0.6,76.4,0,0.03
Porto Alegre,151,2020-05-31T00:00:00Z,1.2,82.1,0,0.02
Porto Velho,0,2020-01-01T00:00:00Z,-1.1,83.3,0,0.08
Porto Velho,1,2020-01-02T00:00:00Z,-1.6,71.9,0,0.0
Porto Velho,2,2020-01-03T00:00:00Z,-1.3,76.6,0,0.08
Porto Velho,3,2020-01-04T00:00:00Z,-1.0,84.8,0,0.0
Porto Velho,4,2020-01-05T00:00:00Z,-0.5,87.2,0,0.02
Porto Velho,5,2020-01-06T00:00:00Z,-0.2,90.3,0,0.0
Porto Velho,6,2020-01-07T00:00:00Z,-0.6,85.5,0,0.02
Porto Velho,7,2020-01-08T00:00:00Z,-0.6,79.5,0,0.0
Porto Velho,8,2020-01-09T00:00:00Z,-0.4,75.0,0,0.0
Porto Velho,9,2020-01-10T00:00:00Z,-0.2,82.4,0,0.01
Porto Velho,10,2020-01-11T00:00:00Z,-0.6,77.3,0,0.01
Porto Velho,11,2020-01-12T00:00:00Z,-0.2,81.2,0,0.01
Porto Velho,12,2020-01-13T00:00:00Z,-0.1,82.5,0,0.0
Porto Velho,13,2020-01-14T00:00:00Z,-0.3,77.6,0,0.0
Porto Velho,14,2020-01-15T00:00:00Z,-0.5,81.3,0,0.02
Porto Velho,15,2020-01-16T00:00:00Z,0.5,92.8,0,0.02
Porto Velho,16,2020-01-17T00:00:00Z,0.6,82.9,0,0.0
Porto Velho,17,2020-01-18T00:00:00Z,2.8,92.7,0,0.47
Porto Velho,18,2020-01-19T00:00:00Z,1.3,93.1,0,0.08
Porto Velho,19,2020-01-20T00:00:00Z,0.7,87.0,0,0.0
Porto Velho,20,2020-01-21T00:00:00Z,0.9,96.9,0,0.03
Porto Velho,21,2020-01-22T00:00:00Z,-0.6,91.2,0,0.0
Porto Velho,22,2020-01-23T00:00:00Z,0.8,93.3,0,0.02
Porto Velho,23,2020-01-24T00:00:00Z,0.8,83.6,0,0.0
Porto Velho,24,2020-01-25T00:00:00Z,0.7,98.6,0,0.03
Porto Velho,25,2020-01-26T00:00:00Z,-0.1,92.7,0,0.0
Porto Velho,26,2020-01-27T00:00:00Z,0.7,90.2,0,0.01
Porto Velho,27,2020-01-28T00:00:00Z,0.9,88.7,0,0.0
Porto Velho,28,2020-01-29T00:00:00Z,-0.3,76.8,0,0.01
Porto Velho,29,2020-01-30T00:00:00Z,0.0,79.3,0,0.08
Porto Velho,30,2020-01-31T00:00:00Z,-0.5,80.2,0,0.07
Porto Velho,31,2020-02-01T00:00:00Z,0.2,72.6,0,0.06
Porto Velho,32,2020-02-02T00:00:00Z,0.0,73.2,0,0.0
Porto Velho,33,2020-02-03T00:00:00Z,0.7,67.2,0,0.05
Porto Velho,34,2020-02-04T00:00:00Z,0.9,90.2,0,0.07
Porto Velho,35,2020-02-05T00:00:00Z,1.0,93.9,0,0.04
Porto Velho,36,2020-02-06T00:00:00Z,0.6,88.5,0,0.01
Porto Velho,37,2020-02-07T00:00:00Z,0.7,82.5,0,0.03
Porto Velho,38,2020-02-08T00:00:00Z,0.9,76.1,0,0.0
Porto Velho,39,2020-02-09T00:00:00Z,0.8,94.7,0,0.3
Porto Velho,40,2020-02-10T00:00:00Z,0.9,87.5,0,0.05
Porto Velho,41,2020-02-11T00:00:00Z,1.3,77.4,0,0.0
Porto Velho,42,2020-02-12T00:00:00Z,-0.7,66.2,0,0.0
Porto Velho,43,2020-02-13T00:00:00Z,-0.7,61.1,0,0.0
Porto Velho,44,2020-02-14T00:00:00Z,0.9,93.3,0,0.34
Porto Velho,45,2020-02-15T00:00:00Z,1.2,89.4,0,0.05
Porto Velho,46,2020-02-16T00:00:00Z,0.3,71.2,0,0.0
Porto Velho,47,2020-02-17T00:00:00Z,0.1,71.3,0,0.01
Porto Velho,48,2020-02-18T00:00:00Z,0.7,86.0,0,0.02
Porto Velho,49,2020-02-19T00:00:00Z,0.1,70.1,0,0.02
Porto Velho,50,2020-02-20T00:00:00Z,-0.8,76.0,0,0.16
Porto Velho,51,2020-02-21T00:00:00Z,-0.6,84.4,0,0.17
Porto Velho,52,2020-02-22T00:00:00Z,0.7,74.5,0,0.01
Porto Velho,53,2020-02-23T00:00:00Z,-0.2,80.1,0,0.18
Porto Velho,54,2020-02-24T00:00:00Z,-0.0,72.0,0,0.08
Porto Velho,55,2020-02-25T00:00:00Z,-0.2,78.5,0,0.23
Porto Velho,56,2020-02-26T00:00:00Z,0.6,62.1,0,0.0
Porto Velho,57,2020-02-27T00:00:00Z,0.9,88.4,0,0.61
Porto Velho,58,2020-02-28T00:00:00Z,1.7,89.6,0,0.02
Porto Velho,59,2020-02-29T00:00:00Z,1.3,91.1,0,0.09
Porto Velho,60,2020-03-01T00:00:00Z,0.1,77.3,0,0.06
Porto Velho,61,2020-03-02T00:00:00Z,-0.1,82.7,0,0.12
Porto Velho,62,2020-03-03T00:00:00Z,0.1,65.6,0,0.02
Porto Velho,63,2020-03-04T00:00:00Z,0.9,90.2,0,0.03
Porto Velho,64,2020-03-05T00:00:00Z,0.4,78.0,0,0.01
Porto Velho,65,2020-03-06T00:00:00Z,-0.1,81.9,0,0.01
Porto Velho,66,2020-03-07T00:00:00Z,-0.9,70.6,0,0.06
Porto Velho,67,2020-03-08T00:00:00Z,-0.3,89.8,0,0.39
Porto Velho,68,2020-03-09T00:00:00Z,-1.7,76.8,0,0.07
Porto Velho,69,2020-03-10T00:00:00Z,0.1,60.8,0,0.0
Porto Velho,70,2020-03-11T00:00:00Z,-0.8,76.8,0,0.06
Porto Velho,71,2020-03-12T00:00:00Z,-1.9,71.8,0,0.05
Porto Velho,72,2020-03-13T00:00:00Z,-3.3,77.3,0,0.11
Porto Velho,73,2020-03-14T00:00:00Z,-0.1,74.4,0,0.05
Porto Velho,74,2020-03-15T00:00:00Z,0.4,79.9,0,0.05
Porto Velho,75,2020-03-16T00:00:00Z,0.5,88.7,0,0.02
Porto Velho,76,2020-03-17T00:00:00Z,0.3,83.6,0,0.01
Porto Velho,77,2020-03-18T00:00:00Z,0.0,76.4,0,0.01
Porto Velho,78,2020-03-19T00:00:00Z,-0.7,84.0,0,0.16
Porto Velho,79,2020-03-20T00:00:00Z,-0.9,79.2,0,0.02
Porto Velho,80,2020-03-21T00:00:00Z,-1.0,69.6,0,0.01
Porto Velho,81,2020-03-22T00:00:00Z,-0.8,75.5,0,0.0
Porto Velho,82,2020-03-23T00:00:00Z,0.4,92.1,0,0.07
Porto Velho,83,2020-03-24T00:00:00Z,-0.0,89.8,0,0.02
Porto Velho,84,2020-03-25T00:00:00Z,-2.2,52.9,0,0.02
Porto Velho,85,2020-03-26T00:00:00Z,0.7,89.4,0,0.25
Porto Velho,86,2020-03-27T00:00:00Z,-0.7,75.9,0,0.08
Porto Velho,87,2020-03-28T00:00:00Z,-2.0,68.2,0,0.05
Porto Velho,88,2020-03-29T00:00:00Z,-1.8,70.1,0,0.07
Porto Velho,89,2020-03-30T00:00:00Z,-3.5,68.0,0,0.02
Porto Velho,90,2020-03-31T00:00:00Z,-2.1,69.7,0,0.0
Porto Velho,91,2020-04-01T00:00:00Z,-3.8,71.4,0,0.03
Porto Velho,92,2020-04-02T00:00:00Z,-2.9,79.8,0,0.03
Porto Velho,93,2020-04-03T00:00:00Z,-1.6,69.2,0,0.09
Porto Velho,94,2020-04-04T00:00:00Z,-0.2,92.1,0,0.17
Porto Velho,95,2020-04-05T00:00:00Z,-1.6,74.7,0,0.02
Porto Velho,96,2020-04-06T00:00:00Z,0.4,93.5,0,0.11
Porto Velho,97,2020-04-07T00:00:00Z,0.3,94.4,0,0.01
Porto Velho,98,2020-04-08T00:00:00Z,-1.2,75.0,0,0.01
Porto Velho,99,2020-04-09T00:00:00Z,-0.8,83.7,0,0.05
Porto Velho,100,2020-04-10T00:00:00Z,-1.9,81.3,0,0.03
Porto Velho,101,2020-04-11T00:00:00Z,-2.0,71.9,0,0.01
Porto Velho,102,2020-04-12T00:00:00Z,-2.4,83.5,0,0.04
Porto Velho,103,2020-04-13T00:00:00Z,-2.0,64.6,0,0.01
Porto Velho,104,2020-04-14T00:00:00Z,-1.6,68.1,0,0.01
Porto Velho,105,2020-04-15T00:00:00Z,-1.7,83.0,0,0.08
Porto Velho,106,2020-04-16T00:00:00Z,-2.3,76.6,0,0.15
Porto Velho,107,2020-04-17T00:00:00Z,-2.8,78.7,0,0.0
Porto Velho,108,2020-04-18T00:00:00Z,-2.8,73.6,0,0.0
Porto Velho,109,2020-04-19T00:00:00Z,-4.1,55.2,0,0.0
Porto Velho,110,2020-04-20T00:00:00Z,-1.1,86.5,0,0.2
Porto Velho,111,2020-04-21T00:00:00Z,-1.9,52.4,0,0.02
Porto Velho,112,2020-04-22T00:00:00Z,-0.3,91.1,0,0.16
Porto Velho,113,2020-04-23T00:00:00Z,-0.5,93.2,0,0.14
Porto Velho,114,2020-04-24T00:00:00Z,-0.1,84.9,0,0.0
Porto Velho,115,2020-04-25T00:00:00Z,-0.3,88.7,0,0.02
Porto Velho,116,2020-04-26T00:00:00Z,-2.6,64.3,0,0.04
Porto Velho,117,2020-04-27T00:00:00Z,-0.2,94.9,0,0.15
Porto Velho,118,2020-04-28T00:00:00Z,-1.0,72.1,0,0.02
Porto Velho,119,2020-04-29T00:00:00Z,-0.8,87.2,0,0.07
Porto Velho,120,2020-04-30T00:00:00Z,-1.7,88.8,0,0.28
Porto Velho,121,2020-05-01T00:00:00Z,-4.2,54.4,0,0.05
Porto Velho,122,2020-05-02T00:00:00Z,-4.9,50.2,0,0.01
Porto Velho,123,2020-05-03T00:00:00Z,-1.8,74.1,0,0.0
Porto Velho,124,2020-05-04T00:00:00Z,-2.8,73.8,0,0.01
Porto Velho,125,2020-05-05T00:00:00Z,-3.0,71.1,0,0.0
Porto Velho,126,2020-05-06T00:00:00Z,-3.0,80.9,0,0.12
Porto Velho,127,2020-05-07T00:00:00Z,-3.1,76.9,0,0.1
Porto Velho,128,2020-05-08T00:00:00Z,-4.8,79.4,0,0.02
Porto Velho,129,2020-05-09T00:00:00Z,-5.5,79.0,0,0.09
Porto Velho,130,2020-05-10T00:00:00Z,-4.4,75.1,0,0.03
Porto Velho,131,2020-05-11T00:00:00Z,-6.8,70.1,0,0.03
Porto Velho,132,2020-05-12T00:00:00Z,-4.0,74.6,0,0.07
Porto Velho,133,2020-05-13T00:00:00Z,-3.8,70.6,0,0.02
Porto Velho,134,2020-05-14T00:00:00Z,-3.1,66.1,0,0.02
Porto Velho,135,2020-05-15T00:00:00Z,-5.7,70.2,0,0.01
Porto Velho,136,2020-05-16T00:00:00Z,-5.2,57.1,0,0.05
Porto Velho,137,2020-05-17T00:00:00Z,-5.8,79.3,0,0.06
Porto Velho,138,2020-05-18T00:00:00Z,-6.5,61.3,0,0.01
Porto Velho,139,2020-05-19T00:00:00Z,-5.4,75.6,0,0.35
Porto Velho,140,2020-05-20T00:00:00Z,-9.9,62.9,0,0.02
Porto Velho,141,2020-05-21T00:00:00Z,-14.4,78.6,0,0.06
Porto Velho,142,2020-05-22T00:00:00Z,-13.5,80.4,0,0.03
Porto Velho,143,2020-05-23T00:00:00Z,-6.0,71.6,0,0.08
Porto Velho,144,2020-05-24T00:00:00Z,-8.5,75.5,0,0.01
Porto Velho,145,2020-05-25T00:00:00Z,-2.7,86.8,0,0.13
Porto Velho,146,2020-05-26T00:00:00Z,-10.8,75.4,0,0.15
Porto Velho,147,2020-05-27T00:00:00Z,-9.4,79.8,0,0.07
Porto Velho,148,2020-05-28T00:00:00Z,-15.3,74.5,0,0.0
Porto Velho,149,2020-05-29T00:00:00Z,-4.3,91.5,0,0.06
Porto Velho,150,2020-05-30T00:00:00Z,-5.4,92.0,0,0.06
Porto Velho,151,2020-05-31T00:00:00Z,-6.8,85.6,0,0.02
Boa Vista,0,2020-01-01T00:00:00Z,17.8,91.6,0,0.22
Boa Vista,1,2020-01-02T00:00:00Z,16.4,85.7,0,0.0
Boa Vista,2,2020-01-03T00:00:00Z,18.4,93.4,0,0.0
Boa Vista,3,2020-01-04T00:00:00Z,15.2,78.6,0,1.15
Boa Vista,4,2020-01-05T00:00:00Z,16.6,70.3,0,0.0
Boa Vista,5,2020-01-06T00:00:00Z,16.6,79.0,0,0.0
Boa Vista,6,2020-01-07T00:00:00Z,17.9,88.7,0,0.08
Boa Vista,7,2020-01-08T00:00:00Z,14.2,64.8,0,0.0
Boa Vista,8,2020-01-09T00:00:00Z,14.3,59.5,0,0.0
Boa Vista,9,2020-01-10T00:00:00Z,18.7,88.7,0,0.44
Boa Vista,10,2020-01-11T00:00:00Z,16.7,88.0,0,0.07
Boa Vista,11,2020-01-12T00:00:00Z,17.9,85.5,0,0.0
Boa Vista,12,2020-01-13T00:00:00Z,17.6,94.2,0,0.0
Boa Vista,13,2020-01-14T00:00:00Z,19.6,90.0,0,0.0
Boa Vista,14,2020-01-15T00:00:00Z,16.4,83.6,0,0.01
Boa Vista,15,2020-01-16T00:00:00Z,15.8,69.4,0,0.01
Boa Vista,16,2020-01-17T00:00:00Z,15.2,67.5,0,0.0
Boa Vista,17,2020-01-18T00:00:00Z,16.0,70.1,0,0.0
Boa Vista,18,2020-01-19T00:00:00Z,17.6,73.6,0,0.0
Boa Vista,19,2020-01-20T00:00:00Z,17.6,90.4,0,0.0
Boa Vista,20,2020-01-21T00:00:00Z,17.2,78.9,0,0.0
Boa Vista,21,2020-01-22T00:00:00Z,17.1,76.7,0,0.0
Boa Vista,22,2020-01-23T00:00:00Z,18.1,79.2,0,0.0
Boa Vista,23,2020-01-24T00:00:00Z,19.5,94.1,0,0.03
Boa Vista,24,2020-01-25T00:00:00Z,17.1,60.9,0,0.0
Boa Vista,25,2020-01-26T00:00:00Z,16.1,63.5,0,0.0
Boa Vista,26,2020-01-27T00:00:00Z,19.1,80.6,0,0.0
Boa Vista,27,2020-01-28T00:00:00Z,19.2,95.4,0,0.0
Boa Vista,28,2020-01-29T00:00:00Z,18.7,97.7,0,0.01
Boa Vista,29,2020-01-30T00:00:00Z,19.6,90.4,0,0.05
Boa Vista,30,2020-01-31T00:00:00Z,17.0,73.2,0,0.0
Boa Vista,31,2020-02-01T00:00:00Z,18.4,77.8,0,0.01
Boa Vista,32,2020-02-02T00:00:00Z,20.2,88.1,0,0.0
Boa Vista,33,2020-02-03T00:00:00Z,18.4,82.3,0,0.01
Boa Vista,34,2020-02-04T00:00:00Z,16.5,76.9,0,0.11
Boa Vista,35,2020-02-05T00:00:00Z,14.6,60.9,0,0.03
Boa Vista,36,2020-02-06T00:00:00Z,15.0,64.3,0,0.01
Boa Vista,37,2020-02-07T00:00:00Z,16.6,61.9,0,0.0
Boa Vista,38,2020-02-08T00:00:00Z,18.8,82.7,0,0.02
Boa Vista,39,2020-02-09T00:00:00Z,18.7,88.9,0,0.0
Boa Vista,40,2020-02-10T00:00:00Z,19.4,96.0,0,0.0
Boa Vista,41,2020-02-11T00:00:00Z,20.6,94.1,0,0.01
Boa Vista,42,2020-02-12T00:00:00Z,17.2,66.7,0,0.0
Boa Vista,43,2020-02-13T00:00:00Z,16.3,70.4,0,0.0
Boa Vista,44,2020-02-14T00:00:00Z,14.5,68.8,0,0.06
Boa Vista,45,2020-02-15T00:00:00Z,15.6,65.9,0,0.0
Boa Vista,46,2020-02-16T00:00:00Z,16.6,80.1,0,0.02
Boa Vista,47,2020-02-17T00:00:00Z,17.4,77.3,0,0.0
Boa Vista,48,2020-02-18T00:00:00Z,19.0,92.4,0,0.02
Boa Vista,49,2020-02-19T00:00:00Z,18.3,91.9,0,0.0
Boa Vista,50,2020-02-20T00:00:00Z,19.2,95.5,0,0.01
Boa Vista,51,2020-02-21T00:00:00Z,19.6,90.1,0,0.0
Boa Vista,52,2020-02-22T00:00:00Z,19.2,92.4,0,0.03
Boa Vista,53,2020-02-23T00:00:00Z,19.0,96.1,0,0.0
Boa Vista,54,2020-02-24T00:00:00Z,19.7,93.2,0,0.0
Boa Vista,55,2020-02-25T00:00:00Z,20.0,92.9,0,0.0
Boa Vista,56,2020-02-26T00:00:00Z,17.2,81.7,0,0.04
Boa Vista,57,2020-02-27T00:00:00Z,19.6,91.5,0,0.43
Boa Vista,58,2020-02-28T00:00:00Z,19.8,92.7,0,0.0
Boa Vista,59,2020-02-29T00:00:00Z,20.0,89.2,0,0.0
Boa Vista,60,2020-03-01T00:00:00Z,20.2,93.6,0,0.33
Boa Vista,61,2020-03-02T00:00:00Z,20.2,87.3,0,0.0
Boa Vista,62,2020-03-03T00:00:00Z,18.1,80.3,0,0.08
Boa Vista,63,2020-03-04T00:00:00Z,18.1,73.3,0,0.05
Boa Vista,64,2020-03-05T00:00:00Z,19.2,83.7,0,0.01
Boa Vista,65,2020-03-06T00:00:00Z,20.1,86.1,0,0.35
Boa Vista,66,2020-03-07T00:00:00Z,16.9,63.6,0,0.01
Boa Vista,67,2020-03-08T00:00:00Z,16.0,49.4,0,0.0
Boa Vista,68,2020-03-09T00:00:00Z,19.1,86.7,0,0.58
Boa Vista,69,2020-03-10T00:00:00Z,19.8,83.5,0,0.0
Boa Vista,70,2020-03-11T00:00:00Z,18.7,89.1,0,0.04
Boa Vista,71,2020-03-12T00:00:00Z,17.5,84.7,0,0.01
Boa Vista,72,2020-03-13T00:00:00Z,18.2,70.5,0,0.0
Boa Vista,73,2020-03-14T00:00:00Z,16.5,53.5,0,0.0
Boa Vista,74,2020-03-15T00:00:00Z,17.8,64.7,0,0.0
Boa Vista,75,2020-03-16T00:00:00Z,19.8,89.5,0,0.05
Boa Vista,76,2020-03-17T00:00:00Z,17.6,68.1,0,0.0
Boa Vista,77,2020-03-18T00:00:00Z,19.5,91.5,0,0.66
Boa Vista,78,2020-03-19T00:00:00Z,18.3,83.2,0,0.01
Boa Vista,79,2020-03-20T00:00:00Z,17.4,83.5,0,0.03
Boa Vista,80,2020-03-21T00:00:00Z,18.2,82.9,0,1.87
Boa Vista,81,2020-03-22T00:00:00Z,19.2,91.9,0,0.01
Boa Vista,82,2020-03-23T00:00:00Z,20.1,89.9,0,0.73
Boa Vista,83,2020-03-24T00:00:00Z,18.6,92.4,0,0.05
Boa Vista,84,2020-03-25T00:00:00Z,17.3,82.1,0,0.0
Boa Vista,85,2020-03-26T00:00:00Z,19.2,87.6,0,0.5
Boa Vista,86,2020-03-27T00:00:00Z,17.9,79.2,0,0.0
Boa Vista,87,2020-03-28T00:00:00Z,17.2,84.1,0,0.1
Boa Vista,88,2020-03-29T00:00:00Z,16.8,76.9,0,0.01
Boa Vista,89,2020-03-30T00:00:00Z,17.8,79.4,0,0.01
Boa Vista,90,2020-03-31T00:00:00Z,17.2,79.5,0,0.02
Boa Vista,91,2020-04-01T00:00:00Z,20.0,84.7,0,0.0
Boa Vista,92,2020-04-02T00:00:00Z,20.4,89.9,0,0.0
Boa Vista,93,2020-04-03T00:00:00Z,15.8,70.0,0,0.0
Boa Vista,94,2020-04-04T00:00:00Z,17.2,53.5,0,0.0
Boa Vista,95,2020-04-05T00:00:00Z,14.8,57.2,0,0.0
Boa Vista,96,2020-04-06T00:00:00Z,18.5,89.3,0,2.2
Boa Vista,97,2020-04-07T00:00:00Z,20.0,92.0,0,0.03
Boa Vista,98,2020-04-08T00:00:00Z,18.5,80.3,0,0.14
Boa Vista,99,2020-04-09T00:00:00Z,17.6,79.5,0,0.05
Boa Vista,100,2020-04-10T00:00:00Z,18.7,88.8,0,0.02
Boa Vista,101,2020-04-11T00:00:00Z,17.0,81.7,0,0.0
Boa Vista,102,2020-04-12T00:00:00Z,15.0,70.6,0,0.0
Boa Vista,103,2020-04-13T00:00:00Z,16.2,69.7,0,0.0
Boa Vista,104,2020-04-14T00:00:00Z,19.0,89.5,0,1.57
Boa Vista,105,2020-04-15T00:00:00Z,17.6,88.0,0,0.0
Boa Vista,106,2020-04-16T00:00:00Z,17.9,95.6,0,0.0
Boa Vista,107,2020-04-17T00:00:00Z,16.4,81.2,0,0.16
Boa Vista,108,2020-04-18T00:00:00Z,19.6,88.5,0,1.44
Boa Vista,109,2020-04-19T00:00:00Z,13.1,72.5,0,0.08
Boa Vista,110,2020-04-20T00:00:00Z,14.1,54.7,0,0.0
Boa Vista,111,2020-04-21T00:00:00Z,17.5,81.4,0,0.02
Boa Vista,112,2020-04-22T00:00:00Z,17.2,86.7,0,0.08
Boa Vista,113,2020-04-23T00:00:00Z,18.1,87.9,0,0.13
Boa Vista,114,2020-04-24T00:00:00Z,18.7,91.3,0,0.0
Boa Vista,115,2020-04-25T00:00:00Z,17.5,84.3,0,0.06
Boa Vista,116,2020-04-26T00:00:00Z,14.5,57.4,0,0.0
Boa Vista,117,2020-04-27T00:00:00Z,17.6,68.5,0,0.0
Boa Vista,118,2020-04-28T00:00:00Z,18.1,92.4,0,0.03
Boa Vista,119,2020-04-29T00:00:00Z,15.7,62.6,0,0.0
Boa Vista,120,2020-04-30T00:00:00Z,16.3,76.6,0,0.07
Boa Vista,121,2020-05-01T00:00:00Z,17.8,78.7,0,0.0
Boa Vista,122,2020-05-02T00:00:00Z,14.7,82.5,0,0.07
Boa Vista,123,2020-05-03T00:00:00Z,18.2,91.5,0,1.72
Boa Vista,124,2020-05-04T00:00:00Z,18.3,93.5,0,0.01
Boa Vista,125,2020-05-05T00:00:00Z,19.2,87.3,0,0.0
Boa Vista,126,2020-05-06T00:00:00Z,18.7,90.3,0,1.39
Boa Vista,127,2020-05-07T00:00:00Z,16.9,85.9,0,0.0
Boa Vista,128,2020-05-08T00:00:00Z,18.1,92.7,0,0.01
Boa Vista,129,2020-05-09T00:00:00Z,19.0,91.3,0,0.01
Boa Vista,130,2020-05-10T00:00:00Z,15.3,63.2,0,0.05
Boa Vista,131,2020-05-11T00:00:00Z,14.5,62.8,0,0.0
Boa Vista,132,2020-05-12T00:00:00Z,14.6,72.6,0,0.03
Boa Vista,133,2020-05-13T00:00:00Z,15.7,62.8,0,0.0
Boa Vista,134,2020-05-14T00:00:00Z,16.6,75.3,0,0.0
Boa Vista,135,2020-05-15T00:00:00Z,17.2,86.9,0,0.0
Boa Vista,136,2020-05-16T00:00:00Z,18.5,89.8,0,0.01
Boa Vista,137,2020-05-17T00:00:00Z,15.6,86.6,0,0.05
Boa Vista,138,2020-05-18T00:00:00Z,16.1,81.2,0,0.0
Boa Vista,139,2020-05-19T00:00:00Z,18.2,84.8,0,0.0
Boa Vista,140,2020-05-20T00:00:00Z,12.5,79.8,0,0.23
Boa Vista,141,2020-05-21T00:00:00Z,13.4,61.4,0,0.03
Boa Vista,142,2020-05-22T00:00:00Z,16.7,84.9,0,0.05
Boa Vista,143,2020-05-23T00:00:00Z,17.0,84.4,0,0.02
Boa Vista,144,2020-05-24T00:00:00Z,15.1,82.9,0,0.0
Boa Vista,145,2020-05-25T00:00:00Z,13.0,57.5,0,0.0
Boa Vista,146,2020-05-26T00:00:00Z,16.9,80.0,0,0.0
Boa Vista,147,2020-05-27T00:00:00Z,17.4,91.5,0,0.0
Boa Vista,148,2020-05-28T00:00:00Z,17.2,92.0,0,0.0
Boa Vista,149,2020-05-29T00:00:00Z,17.8,88.7,0,0.21
Boa Vista,150,2020-05-30T00:00:00Z,17.2,82.6,0,0.23
Boa Vista,151,2020-05-31T00:00:00Z,14.6,86.1,0,0.38
Florianópolis,0,2020-01-01T00:00:00Z,5.5,84.6,0,0.06
Florianópolis,1,2020-01-02T00:00:00Z,5.0,81.6,0,0.01
Florianópolis,2,2020-01-03T00:00:00Z,6.2,88.5,0,0.08
Florianópolis,3,2020-01-04T00:00:00Z,7.1,92.3,0,0.02
Florianópolis,4,2020-01-05T00:00:00Z,8.5,90.9,0,0.01
Florianópolis,5,2020-01-06T00:00:00Z,5.5,79.7,0,0.02
Florianópolis,6,2020-01-07T00:00:00Z,5.2,83.1,0,0.0
Florianópolis,7,2020-01-08T00:00:00Z,5.6,71.7,0,0.01
Florianópolis,8,2020-01-09T00:00:00Z,7.8,97.4,0,0.45
Florianópolis,9,2020-01-10T00:00:00Z,6.7,91.3,0,0.0
Florianópolis,10,2020-01-11T00:00:00Z,8.2,86.4,0,0.0
Florianópolis,11,2020-01-12T00:00:00Z,7.7,91.3,0,0.22
Florianópolis,12,2020-01-13T00:00:00Z,4.3,69.4,0,0.05
Florianópolis,13,2020-01-14T00:00:00Z,5.0,68.6,0,0.04
Florianópolis,14,2020-01-15T00:00:00Z,6.3,90.2,0,0.03
Florianópolis,15,2020-01-16T00:00:00Z,8.4,96.9,0,0.0
Florianópolis,16,2020-01-17T00:00:00Z,11.2,85.8,0,1.28
Florianópolis,17,2020-01-18T00:00:00Z,8.7,86.2,0,0.0
Florianópolis,18,2020-01-19T00:00:00Z,7.9,84.1,0,0.0
Florianópolis,19,2020-01-20T00:00:00Z,7.5,82.3,0,0.0
Florianópolis,20,2020-01-21T00:00:00Z,9.3,87.9,0,1.65
Florianópolis,21,2020-01-22T00:00:00Z,7.3,86.6,0,0.01
Florianópolis,22,2020-01-23T00:00:00Z,6.3,77.0,0,0.01
Florianópolis,23,2020-01-24T00:00:00Z,6.3,77.4,0,0.0
Florianópolis,24,2020-01-25T00:00:00Z,9.8,81.5,0,0.0
Florianópolis,25,2020-01-26T00:00:00Z,7.8,99.0,0,0.0
Florianópolis,26,2020-01-27T00:00:00Z,5.4,57.4,0,0.0
Florianópolis,27,2020-01-28T00:00:00Z,6.6,68.2,0,0.0
Florianópolis,28,2020-01-29T00:00:00Z,6.0,89.9,0,0.01
Florianópolis,29,2020-01-30T00:00:00Z,6.4,77.6,0,0.05
Florianópolis,30,2020-01-31T00:00:00Z,8.0,88.5,0,0.0
Florianópolis,31,2020-02-01T00:00:00Z,7.7,84.7,0,0.0
